"","name","decimalLongitude","decimalLatitude"
"3460","Peromyscus leucopus",-97.582001,26.235001
"3464","Oryzomys couesi",-97.824974,26.329378
"3466","Peromyscus leucopus",-97.824974,26.329378
"3467","Sigmodon hispidus",-97.582001,26.235001
"3472","Baiomys taylori",-97.824974,26.329378
"3473","Reithrodontomys fulvescens",-97.630798,26.1322
"3474","Peromyscus leucopus",-98.183289,26.194351
"3475","Sigmodon hispidus",-98.183289,26.194351
"3476","Sigmodon hispidus",-97.582001,26.235001
"3477","Reithrodontomys fulvescens",-97.824974,26.329378
"3478","Sigmodon hispidus",-98.183289,26.194351
"3479","Peromyscus leucopus",-97.824974,26.329378
"3480","Reithrodontomys fulvescens",-97.824974,26.329378
"3481","Sigmodon hispidus",-97.630798,26.1322
"3482","Baiomys taylori",-97.824974,26.329378
"3483","Peromyscus leucopus",-97.630798,26.1322
"3484","Peromyscus leucopus",-98.183289,26.194351
"3485","Peromyscus leucopus",-97.582001,26.235001
"3487","Peromyscus leucopus",-97.824974,26.329378
"3489","Peromyscus leucopus",-97.824974,26.329378
"3490","Peromyscus leucopus",-97.824974,26.329378
"3491","Sigmodon hispidus",-97.582001,26.235001
"3493","Sigmodon hispidus",-97.630798,26.1322
"3494","Peromyscus leucopus",-97.824974,26.329378
"3495","Sigmodon hispidus",-98.183289,26.194351
"3496","Sigmodon hispidus",-97.582001,26.235001
"3504","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3505","Neotoma albigula",-99.2791472977666,29.330212880132
"3506","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3507","Neotoma micropus",-99.2791472977666,29.330212880132
"3508","Neotoma micropus",-99.2791472977666,29.330212880132
"3512","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3514","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3515","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3516","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3520","Neotoma micropus",-99.2791472977666,29.330212880132
"3521","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3522","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3524","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3527","Neotoma albigula",-99.2791472977666,29.330212880132
"3528","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3529","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3532","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3533","Neotoma micropus",-99.2791472977666,29.330212880132
"3535","Neotoma albigula",-99.2791472977666,29.330212880132
"3536","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3537","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3538","Neotoma micropus",-99.2791472977666,29.330212880132
"3543","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3544","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3545","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3546","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3548","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3549","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3550","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3551","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3552","Neotoma micropus",-99.2791472977666,29.330212880132
"3553","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3557","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3558","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3560","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3561","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3564","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3569","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3570","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3571","Neotoma albigula",-99.2791472977666,29.330212880132
"3572","Neotoma albigula",-99.2791472977666,29.330212880132
"3573","Neotoma albigula",-99.2791472977666,29.330212880132
"3575","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3576","Neotoma albigula",-99.2791472977666,29.330212880132
"3577","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3578","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3582","Neotoma albigula",-99.2791472977666,29.330212880132
"3583","Neotoma albigula",-99.2791472977666,29.330212880132
"3584","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3586","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3587","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3588","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3589","Neotoma albigula",-99.2791472977666,29.330212880132
"3590","Neotoma micropus",-99.2791472977666,29.330212880132
"3591","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3596","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3597","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3598","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3600","Neotoma micropus",-99.2791472977666,29.330212880132
"3601","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3602","Sigmodon hispidus",-99.2791472977666,29.330212880132
"3603","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3605","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3606","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3610","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3612","Peromyscus maniculatus",-100.01194,29.66917
"3613","Sigmodon hispidus",-100.01194,29.66917
"3614","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3616","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3617","Peromyscus attwateri",-98.2079236722631,27.8002704649023
"3618","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3619","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3621","Sigmodon hispidus",-100.01194,29.66917
"3623","Reithrodontomys fulvescens",-100.01194,29.66917
"3624","Sigmodon hispidus",-100.01194,29.66917
"3628","Sigmodon hispidus",-100.01194,29.66917
"3631","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3637","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3638","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3645","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3647","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3656","Onychomys leucogaster",-98.2079236722631,27.8002704649023
"3668","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3669","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3670","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3671","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3672","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3673","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3684","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3685","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3692","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3697","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3698","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3700","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3701","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3713","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3717","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3718","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3719","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3732","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3733","Onychomys arenicola",-98.2079236722631,27.8002704649023
"3735","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3736","Onychomys arenicola",-98.2079236722631,27.8002704649023
"3746","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3750","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3755","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3757","Onychomys leucogaster",-98.2079236722631,27.8002704649023
"3758","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3759","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3761","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3769","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3775","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3776","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3778","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3784","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3792","Sigmodon hispidus",-98.2079236722631,27.8002704649023
"3793","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3794","Onychomys leucogaster",-98.2079236722631,27.8002704649023
"3798","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3799","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3800","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3801","Peromyscus leucopus",-98.2079236722631,27.8002704649023
"3804","Peromyscus leucopus",-97.280284,26.090824
"3969","Reithrodontomys fulvescens",-96.823532,28.614975
"3982","Sigmodon hispidus",-96.7957,28.5229
"3998","Sigmodon hispidus",-96.7957,28.5229
"4005","Baiomys taylori",-96.823532,28.614975
"4014","Oryzomys palustris",-96.823532,28.614975
"4018","Sigmodon hispidus",-96.7957,28.5229
"4052","Sigmodon hispidus",-96.7957,28.5229
"4066","Peromyscus leucopus",-96.823532,28.614975
"4079","Sigmodon hispidus",-96.7957,28.5229
"4080","Sigmodon hispidus",-96.7957,28.5229
"4085","Sigmodon hispidus",-96.7957,28.5229
"4093","Peromyscus leucopus",-96.823532,28.614975
"4094","Peromyscus leucopus",-96.823532,28.614975
"4095","Sigmodon hispidus",-96.823532,28.614975
"4096","Peromyscus leucopus",-96.823532,28.614975
"4098","Reithrodontomys fulvescens",-96.7957,28.5229
"4099","Peromyscus leucopus",-96.823532,28.614975
"4100","Sigmodon hispidus",-96.823532,28.614975
"4102","Baiomys taylori",-96.823532,28.614975
"4103","Oryzomys palustris",-96.823532,28.614975
"4104","Baiomys taylori",-96.7957,28.5229
"4105","Reithrodontomys fulvescens",-96.823532,28.614975
"4106","Reithrodontomys fulvescens",-96.823532,28.614975
"4107","Reithrodontomys fulvescens",-96.823532,28.614975
"4108","Peromyscus leucopus",-96.823532,28.614975
"4110","Reithrodontomys fulvescens",-96.7957,28.5229
"4111","Reithrodontomys fulvescens",-96.7957,28.5229
"4112","Peromyscus leucopus",-96.823532,28.614975
"4113","Reithrodontomys fulvescens",-96.7957,28.5229
"4114","Reithrodontomys fulvescens",-96.823532,28.614975
"4117","Peromyscus leucopus",-96.823532,28.614975
"4118","Peromyscus leucopus",-96.823532,28.614975
"4122","Neotoma micropus",-96.7957,28.5229
"4123","Reithrodontomys fulvescens",-96.7957,28.5229
"4126","Reithrodontomys fulvescens",-96.7957,28.5229
"4127","Peromyscus leucopus",-96.823532,28.614975
"4128","Peromyscus leucopus",-96.823532,28.614975
"4129","Reithrodontomys fulvescens",-96.823532,28.614975
"4130","Reithrodontomys fulvescens",-96.823532,28.614975
"4131","Peromyscus leucopus",-96.823532,28.614975
"4133","Reithrodontomys fulvescens",-96.7957,28.5229
"4134","Reithrodontomys fulvescens",-96.7957,28.5229
"4135","Sigmodon hispidus",-96.7957,28.5229
"4136","Oryzomys palustris",-96.823532,28.614975
"4137","Oryzomys palustris",-96.823532,28.614975
"4138","Peromyscus leucopus",-96.823532,28.614975
"4139","Reithrodontomys fulvescens",-96.7957,28.5229
"4140","Reithrodontomys fulvescens",-96.823532,28.614975
"4142","Peromyscus leucopus",-96.7957,28.5229
"4143","Reithrodontomys fulvescens",-96.823532,28.614975
"4144","Peromyscus leucopus",-96.823532,28.614975
"4145","Reithrodontomys fulvescens",-96.7957,28.5229
"4147","Baiomys taylori",-96.7957,28.5229
"4149","Peromyscus leucopus",-96.823532,28.614975
"4151","Peromyscus leucopus",-96.823532,28.614975
"4156","Sigmodon hispidus",-96.7957,28.5229
"4157","Reithrodontomys fulvescens",-96.7957,28.5229
"4158","Peromyscus leucopus",-96.823532,28.614975
"4159","Peromyscus leucopus",-96.823532,28.614975
"4161","Reithrodontomys fulvescens",-96.7957,28.5229
"4163","Peromyscus leucopus",-96.823532,28.614975
"4165","Peromyscus leucopus",-96.7957,28.5229
"4166","Peromyscus leucopus",-96.7957,28.5229
"4167","Peromyscus leucopus",-96.823532,28.614975
"4168","Reithrodontomys fulvescens",-96.823532,28.614975
"4169","Peromyscus leucopus",-96.823532,28.614975
"4172","Reithrodontomys fulvescens",-96.7957,28.5229
"4173","Reithrodontomys fulvescens",-96.7957,28.5229
"4174","Peromyscus leucopus",-96.823532,28.614975
"4177","Peromyscus leucopus",-96.823532,28.614975
"4178","Peromyscus leucopus",-96.823532,28.614975
"4180","Sigmodon hispidus",-96.7957,28.5229
"4182","Peromyscus leucopus",-96.823532,28.614975
"4184","Peromyscus leucopus",-96.823532,28.614975
"4185","Reithrodontomys fulvescens",-96.823532,28.614975
"4187","Oryzomys palustris",-96.823532,28.614975
"4188","Peromyscus leucopus",-96.823532,28.614975
"4189","Peromyscus leucopus",-96.823532,28.614975
"4190","Peromyscus leucopus",-96.823532,28.614975
"4193","Peromyscus leucopus",-96.823532,28.614975
"4194","Peromyscus leucopus",-96.823532,28.614975
"4196","Sigmodon hispidus",-96.7957,28.5229
"4197","Reithrodontomys fulvescens",-96.7957,28.5229
"4199","Peromyscus leucopus",-96.7957,28.5229
"4201","Reithrodontomys fulvescens",-96.7957,28.5229
"4202","Peromyscus leucopus",-96.823532,28.614975
"4203","Oryzomys palustris",-96.823532,28.614975
"4205","Peromyscus leucopus",-96.7957,28.5229
"4206","Peromyscus leucopus",-96.823532,28.614975
"4207","Peromyscus leucopus",-96.823532,28.614975
"4208","Peromyscus leucopus",-96.823532,28.614975
"4211","Reithrodontomys fulvescens",-96.7957,28.5229
"4212","Peromyscus leucopus",-96.823532,28.614975
"4213","Reithrodontomys fulvescens",-96.7957,28.5229
"4215","Reithrodontomys fulvescens",-96.7957,28.5229
"4216","Reithrodontomys fulvescens",-96.823532,28.614975
"4217","Reithrodontomys fulvescens",-96.7957,28.5229
"4218","Reithrodontomys fulvescens",-96.7957,28.5229
"4219","Reithrodontomys fulvescens",-96.823532,28.614975
"4220","Reithrodontomys fulvescens",-96.823532,28.614975
"4221","Peromyscus leucopus",-96.823532,28.614975
"4223","Peromyscus leucopus",-96.7957,28.5229
"4224","Reithrodontomys fulvescens",-96.7957,28.5229
"4226","Reithrodontomys fulvescens",-96.823532,28.614975
"4227","Sigmodon hispidus",-96.7957,28.5229
"4228","Sigmodon hispidus",-96.7957,28.5229
"4229","Peromyscus leucopus",-96.823532,28.614975
"4230","Peromyscus leucopus",-96.823532,28.614975
"4231","Reithrodontomys fulvescens",-96.7957,28.5229
"4232","Sigmodon hispidus",-96.823532,28.614975
"4233","Reithrodontomys fulvescens",-96.823532,28.614975
"4234","Neotoma micropus",-96.823532,28.614975
"4236","Reithrodontomys fulvescens",-96.7957,28.5229
"4237","Reithrodontomys fulvescens",-96.7957,28.5229
"4239","Peromyscus leucopus",-96.823532,28.614975
"4240","Peromyscus leucopus",-96.823532,28.614975
"4241","Peromyscus leucopus",-96.823532,28.614975
"4242","Peromyscus leucopus",-96.823532,28.614975
"4243","Reithrodontomys fulvescens",-96.823532,28.614975
"4244","Reithrodontomys fulvescens",-96.7957,28.5229
"4246","Reithrodontomys fulvescens",-96.7957,28.5229
"4247","Peromyscus leucopus",-96.823532,28.614975
"4248","Reithrodontomys fulvescens",-96.823532,28.614975
"4249","Sigmodon hispidus",-96.823532,28.614975
"4250","Sigmodon hispidus",-96.823532,28.614975
"4255","Reithrodontomys fulvescens",-96.7957,28.5229
"4256","Peromyscus leucopus",-96.7957,28.5229
"4257","Reithrodontomys fulvescens",-96.823532,28.614975
"4258","Peromyscus leucopus",-96.823532,28.614975
"4259","Peromyscus leucopus",-96.823532,28.614975
"4260","Reithrodontomys fulvescens",-96.823532,28.614975
"4263","Peromyscus leucopus",-96.7957,28.5229
"4264","Peromyscus leucopus",-96.7957,28.5229
"4266","Reithrodontomys fulvescens",-96.823532,28.614975
"4269","Peromyscus leucopus",-96.823532,28.614975
"4270","Reithrodontomys fulvescens",-96.823532,28.614975
"4272","Peromyscus leucopus",-96.7957,28.5229
"4273","Baiomys taylori",-96.7957,28.5229
"4274","Peromyscus leucopus",-96.823532,28.614975
"4276","Peromyscus leucopus",-96.823532,28.614975
"4277","Reithrodontomys fulvescens",-96.823532,28.614975
"4278","Peromyscus leucopus",-96.823532,28.614975
"4279","Sigmodon hispidus",-96.823532,28.614975
"4283","Peromyscus attwateri",-99.479958,30.194389
"4284","Peromyscus attwateri",-99.479958,30.194389
"4287","Peromyscus attwateri",-99.479958,30.194389
"4290","Peromyscus pectoralis",-99.479958,30.194389
"4292","Neotoma albigula",-99.479958,30.194389
"4294","Peromyscus attwateri",-99.479958,30.194389
"4295","Peromyscus attwateri",-99.479958,30.194389
"4297","Peromyscus pectoralis",-99.479958,30.194389
"4298","Peromyscus attwateri",-99.479958,30.194389
"4299","Peromyscus attwateri",-99.479958,30.194389
"4301","Peromyscus attwateri",-99.479958,30.194389
"4302","Peromyscus attwateri",-99.479958,30.194389
"4305","Peromyscus attwateri",-99.479958,30.194389
"4306","Peromyscus pectoralis",-99.479958,30.194389
"4311","Peromyscus attwateri",-99.479958,30.194389
"4312","Peromyscus attwateri",-99.479958,30.194389
"4313","Peromyscus attwateri",-99.479958,30.194389
"4314","Peromyscus attwateri",-99.479958,30.194389
"4315","Peromyscus attwateri",-99.479958,30.194389
"4316","Peromyscus attwateri",-99.479958,30.194389
"4319","Peromyscus attwateri",-99.479958,30.194389
"4320","Neotoma albigula",-99.479958,30.194389
"4321","Neotoma albigula",-99.479958,30.194389
"4323","Peromyscus attwateri",-99.479958,30.194389
"4325","Peromyscus attwateri",-99.479958,30.194389
"4326","Peromyscus attwateri",-99.479958,30.194389
"4327","Peromyscus attwateri",-99.479958,30.194389
"4333","Peromyscus attwateri",-99.479958,30.194389
"4334","Peromyscus attwateri",-99.479958,30.194389
"4336","Peromyscus attwateri",-99.479958,30.194389
"4337","Peromyscus attwateri",-99.479958,30.194389
"4338","Peromyscus attwateri",-99.479958,30.194389
"4339","Peromyscus attwateri",-99.479958,30.194389
"4342","Peromyscus attwateri",-99.479958,30.194389
"4343","Peromyscus attwateri",-99.479958,30.194389
"4344","Reithrodontomys fulvescens",-99.479958,30.194389
"4345","Peromyscus attwateri",-99.479958,30.194389
"4348","Peromyscus attwateri",-99.479958,30.194389
"4349","Peromyscus attwateri",-99.479958,30.194389
"4350","Peromyscus attwateri",-99.479958,30.194389
"4353","Peromyscus attwateri",-99.479958,30.194389
"4354","Peromyscus attwateri",-99.479958,30.194389
"4355","Peromyscus attwateri",-99.479958,30.194389
"4356","Peromyscus attwateri",-99.479958,30.194389
